Player,FPTS,ROST,Year,Week
Britain Covey (PHI),0.0,0.1%,2022,6
Zach Pascal (ARI),0.0,0.0%,2022,6
Justin Hardee Sr. (TEN),0.0,0.0%,2022,6
KhaDarel Hodge (ATL),0.0,0.1%,2022,6
River Cracraft (MIA),0.0,0.1%,2022,6
Keke Coutee (FA),0.0,0.0%,2022,6
Marquez Valdes-Scantling (NO),0.0,25.7%,2022,6
Ray-Ray McCloud III (ATL),0.0,19.3%,2022,6
Justin Watson (KC),0.0,0.7%,2022,6
Breshad Perriman (FA),0.0,0.0%,2022,6
Kevin White (FA),0.0,0.0%,2022,6
Ihmir Smith-Marsette (NYG),-0.1,0.1%,2022,6
Velus Jones Jr. (CAR),-0.2,0.1%,2022,6
Quez Watkins (ARI),-0.3,0.0%,2022,6
Steven Sims Jr. (BAL),-0.5,0.0%,2022,6
Montrell Washington (KC),-2.0,0.0%,2022,6
Trent Taylor (SF),-2.0,0.0%,2022,6
Chester Rogers (FA),-2.0,0.0%,2022,6
Ja'Marr Chase (CIN),25.0,99.7%,2022,7
Mecole Hardman Jr. (KC),24.0,0.2%,2022,7
Tyler Boyd (TEN),21.5,3.1%,2022,7
Marquise Goodwin (FA),18.7,0.0%,2022,7
JuJu Smith-Schuster (KC),18.4,3.8%,2022,7
Mike Williams (PIT),14.6,13.6%,2022,7
Damiere Byrd (FA),13.5,0.0%,2022,7
Terry McLaurin (WAS),13.3,94.2%,2022,7
Parris Campbell (PHI),13.0,0.0%,2022,7
DJ Moore (CHI),12.6,94.8%,2022,7
Ray-Ray McCloud III (ATL),12.5,19.3%,2022,7
George Pickens (PIT),12.1,93.4%,2022,7
Darius Slayton (NYG),11.8,7.5%,2022,7
Rashid Shaheed (NO),11.3,20.4%,2022,7
Marquez Valdes-Scantling (NO),11.1,25.7%,2022,7
Chris Olave (NO),10.6,77.8%,2022,7
Phillip Dorsett II (ATL),10.5,0.0%,2022,7
Mack Hollins (BUF),10.4,0.8%,2022,7
DeAndre Hopkins (KC),10.3,81.1%,2022,7
Christian Kirk (JAC),10.1,44.7%,2022,7
Mike Evans (TB),9.6,98.6%,2022,7
Jerry Jeudy (CLE),9.6,75.9%,2022,7
Kalif Raymond (DET),9.5,0.9%,2022,7
Davante Adams (NYJ),9.5,98.9%,2022,7
Jakobi Meyers (LV),9.4,71.1%,2022,7
Tee Higgins (CIN),9.3,95.3%,2022,7
Jaylen Waddle (MIA),8.8,83.9%,2022,7
Brandon Aiyuk (SF),8.2,53.8%,2022,7
Chris Moore (WAS),8.0,0.0%,2022,7
Curtis Samuel (BUF),7.9,10.4%,2022,7
Amari Cooper (BUF),7.4,79.7%,2022,7
Tyreek Hill (MIA),7.2,99.2%,2022,7
DeVante Parker (FA),6.8,0.0%,2022,7
Zay Jones (ARI),6.8,1.8%,2022,7
CeeDee Lamb (DAL),6.6,93.2%,2022,7
Greg Dortch (ARI),6.6,6.2%,2022,7
Justin Watson (KC),6.4,0.7%,2022,7
Kevin White (FA),6.4,0.0%,2022,7
Tre'Quan Smith (FA),5.9,0.0%,2022,7
Marvin Jones Jr. (FA),5.7,0.0%,2022,7
Allen Lazard (NYJ),5.5,9.6%,2022,7
Hunter Renfrow (FA),5.5,0.0%,2022,7
Darnell Mooney (ATL),5.3,70.5%,2022,7
Donovan Peoples-Jones (FA),5.1,0.0%,2022,7
Wan'Dale Robinson (NYG),5.0,36.9%,2022,7
Equanimeous St. Brown (FA),4.8,0.0%,2022,7
Brandin Cooks (DAL),4.6,25.4%,2022,7
Diontae Johnson (FA),4.5,51.5%,2022,7
Chris Godwin (TB),4.5,36.7%,2022,7
Tyler Lockett (SEA),4.5,46.2%,2022,7
Trent Sherfield Sr. (MIN),4.4,0.1%,2022,7
Deebo Samuel Sr. (SF),4.4,94.2%,2022,7
Braxton Berrios (MIA),4.2,0.2%,2022,7
Rashod Bateman (BAL),4.2,26.5%,2022,7
Devin Duvernay (JAC),4.2,0.2%,2022,7
Chase Claypool (FA),4.1,1.0%,2022,7
Russell Gage (SF),3.9,0.0%,2022,7
Michael Pittman Jr. (IND),3.8,81.0%,2022,7
DeAndre Carter (CHI),3.7,0.1%,2022,7
Alec Pierce (IND),3.7,21.8%,2022,7
Sammy Watkins (FA),3.6,0.0%,2022,7
Nico Collins (HOU),3.3,98.8%,2022,7
Cody Hollister (FA),3.2,0.0%,2022,7
Olamide Zaccheaus (WAS),3.1,3.8%,2022,7
Dante Pettis (NO),3.1,0.1%,2022,7
Rondale Moore (ATL),3.1,0.8%,2022,7
Terrace Marshall Jr. (LV),3.1,0.0%,2022,7
Noah Brown (WAS),3.0,3.7%,2022,7
Robert Woods (HOU),2.6,0.7%,2022,7
Jauan Jennings (SF),2.4,80.0%,2022,7
Garrett Wilson (NYJ),2.4,98.8%,2022,7
Courtland Sutton (DEN),2.3,90.3%,2022,7
DJ Turner (LV),2.0,0.6%,2022,7
Marquez Callaway (TB),2.0,0.0%,2022,7
David Sills (ATL),1.9,0.0%,2022,7
Tyquan Thornton (KC),1.9,0.1%,2022,7
KJ Hamler (BUF),1.8,0.0%,2022,7
N'Keal Harry (FA),1.4,0.0%,2022,7
Kendall Hinton (FA),1.4,0.0%,2022,7
Tom Kennedy (DET),1.4,0.0%,2022,7
DK Metcalf (SEA),1.2,96.7%,2022,7
Cam Sims (FA),1.2,0.0%,2022,7
Keenan Allen (CHI),1.1,84.6%,2022,7
Drake London (ATL),0.9,98.4%,2022,7
Laviska Shenault Jr. (FA),0.8,0.1%,2022,7
Josh Reynolds (JAC),0.8,4.4%,2022,7
Tim Jones (JAC),0.7,0.0%,2022,7
David Bell (CLE),0.7,0.0%,2022,7
Scotty Miller (FA),0.6,0.1%,2022,7
Jason Moore Jr. (FA),0.5,0.0%,2022,7
Dee Eskridge (MIA),0.4,0.0%,2022,7
Amon-Ra St. Brown (DET),0.4,99.7%,2022,7
Samori Toure (CHI),0.4,0.0%,2022,7
Denzel Mims (FA),0.4,0.0%,2022,7
Dax Milne (CAR),0.4,0.0%,2022,7
KaVontae Turpin (DAL),0.3,2.8%,2022,7
Mason Kinsey (TEN),0.3,0.0%,2022,7
Richie James Jr. (FA),0.2,0.0%,2022,7
Montrell Washington (KC),0.2,0.0%,2022,7
Jaelon Darden (SEA),0.1,0.0%,2022,7
Gunner Olszewski (NYG),0.0,0.0%,2022,7
James Proche II (CLE),0.0,0.0%,2022,7
Jeff Smith (FA),0.0,0.0%,2022,7
Shi Smith (FA),0.0,0.0%,2022,7
Nick Westbrook-Ikhine (TEN),0.0,27.4%,2022,7
Justyn Ross (KC),0.0,0.0%,2022,7
Elijah Moore (CLE),0.0,20.7%,2022,7
Romeo Doubs (GB),0.0,47.8%,2022,7
Danny Gray (PHI),0.0,0.0%,2022,7
Marcus Kemp (FA),0.0,0.0%,2022,7
Justin Hardee Sr. (TEN),0.0,0.0%,2022,7
Corey Davis (FA),0.0,0.0%,2022,7
Trent Taylor (SF),0.0,0.0%,2022,7
KhaDarel Hodge (ATL),0.0,0.1%,2022,7
Cedrick Wilson Jr. (NO),0.0,0.7%,2022,7
Michael Gallup (FA),0.0,0.0%,2022,7
Nelson Agholor (BAL),0.0,0.4%,2022,7
Marcus Johnson (FA),0.0,0.0%,2022,7
Robbie Chosen (FA),0.0,0.0%,2022,7
Michael Bandy (DEN),-0.5,0.0%,2022,7
Amari Rodgers (FA),-0.6,0.0%,2022,7
Skyy Moore (KC),-2.0,0.1%,2022,7
A.J. Brown (PHI),33.6,98.7%,2022,8
Jaylen Waddle (MIA),22.6,83.9%,2022,8
DeAndre Hopkins (KC),21.9,81.1%,2022,8
DJ Moore (CHI),21.5,94.8%,2022,8
Tyreek Hill (MIA),19.5,99.2%,2022,8
Amari Cooper (BUF),18.1,79.7%,2022,8
Stefon Diggs (HOU),16.8,37.5%,2022,8
Rondale Moore (ATL),16.4,0.8%,2022,8
Cooper Kupp (LAR),14.9,96.0%,2022,8
Brandon Aiyuk (SF),14.1,53.8%,2022,8
CeeDee Lamb (DAL),13.8,93.2%,2022,8
Damiere Byrd (FA),12.7,0.0%,2022,8
Devin Duvernay (JAC),12.4,0.2%,2022,8
Mike Evans (TB),12.3,98.6%,2022,8
Jerry Jeudy (CLE),12.3,75.9%,2022,8
Romeo Doubs (GB),12.2,47.8%,2022,8
Jakobi Meyers (LV),12.0,71.1%,2022,8
Zach Pascal (ARI),11.7,0.0%,2022,8
Garrett Wilson (NYJ),11.5,98.8%,2022,8
DK Metcalf (SEA),11.5,96.7%,2022,8
Tee Higgins (CIN),10.9,95.3%,2022,8
Terry McLaurin (WAS),10.6,94.2%,2022,8
Tyler Lockett (SEA),10.3,46.2%,2022,8
Justin Jefferson (MIN),9.8,99.8%,2022,8
Tyler Boyd (TEN),9.8,3.1%,2022,8
Samori Toure (CHI),9.7,0.0%,2022,8
Terrace Marshall Jr. (LV),8.7,0.0%,2022,8
Chase Claypool (FA),8.5,1.0%,2022,8
N'Keal Harry (FA),8.4,0.0%,2022,8
Donovan Peoples-Jones (FA),8.1,0.0%,2022,8
Julio Jones (FA),8.1,0.3%,2022,8
Curtis Samuel (BUF),7.9,10.4%,2022,8
Kalif Raymond (DET),7.6,0.9%,2022,8
Denzel Mims (FA),7.6,0.0%,2022,8
Chris Godwin (TB),7.5,36.7%,2022,8
Brandin Cooks (DAL),7.3,25.4%,2022,8
Parris Campbell (PHI),7.1,0.0%,2022,8
Darnell Mooney (ATL),7.0,70.5%,2022,8
Isaiah McKenzie (FA),7.0,0.0%,2022,8
Amon-Ra St. Brown (DET),6.9,99.7%,2022,8
K.J. Osborn (WAS),6.8,1.5%,2022,8
Adam Thielen (CAR),6.7,70.1%,2022,8
Darius Slayton (NYG),6.6,7.5%,2022,8
Alec Pierce (IND),6.5,21.8%,2022,8
Mack Hollins (BUF),6.4,0.8%,2022,8
Demarcus Robinson (LAR),6.4,26.0%,2022,8
KJ Hamler (BUF),6.1,0.0%,2022,8
Allen Robinson II (DET),5.4,0.1%,2022,8
Michael Pittman Jr. (IND),5.3,81.0%,2022,8
Chris Olave (NO),5.2,77.8%,2022,8
Michael Gallup (FA),4.9,0.0%,2022,8
Christian Kirk (JAC),4.0,44.7%,2022,8
Rashid Shaheed (NO),3.8,20.4%,2022,8
Velus Jones Jr. (CAR),3.8,0.1%,2022,8
Zay Jones (ARI),3.5,1.8%,2022,8
Diontae Johnson (FA),3.5,51.5%,2022,8
Gabe Davis (JAC),3.5,20.5%,2022,8
Marquise Goodwin (FA),3.3,0.0%,2022,8
Drake London (ATL),3.1,98.4%,2022,8
Keelan Cole Sr. (FA),3.0,0.0%,2022,8
Trenton Irwin (FA),2.7,0.1%,2022,8
David Bell (CLE),2.7,0.0%,2022,8
Laviska Shenault Jr. (FA),2.6,0.1%,2022,8
Trent Sherfield Sr. (MIN),2.5,0.1%,2022,8
James Proche II (CLE),2.4,0.0%,2022,8
Jeff Smith (FA),2.3,0.0%,2022,8
DeVonta Smith (PHI),2.3,92.6%,2022,8
Amari Rodgers (FA),2.2,0.0%,2022,8
Cam Sims (FA),2.1,0.0%,2022,8
Steven Sims Jr. (BAL),2.0,0.0%,2022,8
Dante Pettis (NO),1.8,0.1%,2022,8
Wan'Dale Robinson (NYG),1.5,36.9%,2022,8
Josh Reynolds (JAC),1.4,4.4%,2022,8
Scotty Miller (FA),1.3,0.1%,2022,8
Courtland Sutton (DEN),1.3,90.3%,2022,8
Tyquan Thornton (KC),1.3,0.1%,2022,8
Christian Watson (GB),1.2,57.1%,2022,8
KaVontae Turpin (DAL),1.1,2.8%,2022,8
Breshad Perriman (FA),1.1,0.0%,2022,8
Ray-Ray McCloud III (ATL),1.1,19.3%,2022,8
Marquez Callaway (TB),1.0,0.0%,2022,8
Ben Skowronek (PIT),1.0,0.0%,2022,8
Maurice Alexander (CHI),0.7,0.0%,2022,8
Robert Woods (HOU),0.6,0.7%,2022,8
Michael Woods II (CLE),0.6,0.1%,2022,8
Equanimeous St. Brown (FA),0.6,0.0%,2022,8
Hunter Renfrow (FA),0.6,0.0%,2022,8
Phillip Dorsett II (ATL),0.6,0.0%,2022,8
David Sills (ATL),0.5,0.0%,2022,8
Trent Taylor (SF),0.5,0.0%,2022,8
Olamide Zaccheaus (WAS),0.4,3.8%,2022,8
Dax Milne (CAR),0.4,0.0%,2022,8
Dee Eskridge (MIA),0.3,0.0%,2022,8
Sammy Watkins (FA),0.3,0.0%,2022,8
Marcus Johnson (FA),0.3,0.0%,2022,8
Bryan Edwards (FA),0.3,0.0%,2022,8
Nelson Agholor (BAL),0.2,0.4%,2022,8
Davante Adams (NYJ),0.2,98.9%,2022,8
Montrell Washington (KC),0.1,0.0%,2022,8
Jaelon Darden (SEA),0.0,0.0%,2022,8
Gunner Olszewski (NYG),0.0,0.0%,2022,8
Lawrence Cager (WAS),0.0,0.0%,2022,8
Jalen Reagor (LAC),0.0,0.0%,2022,8
Quez Watkins (ARI),0.0,0.0%,2022,8
Miles Boykin (FA),0.0,0.0%,2022,8
Shi Smith (FA),0.0,0.0%,2022,8
Nick Westbrook-Ikhine (TEN),0.0,27.4%,2022,8
Rashod Bateman (BAL),0.0,26.5%,2022,8
Elijah Moore (CLE),0.0,20.7%,2022,8
DJ Turner (LV),0.0,0.6%,2022,8
Khalil Shakir (BUF),0.0,78.3%,2022,8
George Pickens (PIT),0.0,93.4%,2022,8
Britain Covey (PHI),0.0,0.1%,2022,8
Dareke Young (SEA),0.0,0.0%,2022,8
Marvin Jones Jr. (FA),0.0,0.0%,2022,8
A.J. Green (FA),0.0,0.6%,2022,8
Justin Hardee Sr. (TEN),0.0,0.0%,2022,8
Kendrick Bourne (NE),0.0,2.0%,2022,8
Cody Hollister (FA),0.0,0.0%,2022,8
Braxton Berrios (MIA),0.0,0.2%,2022,8
Tre'Quan Smith (FA),0.0,0.0%,2022,8
Cedrick Wilson Jr. (NO),0.0,0.7%,2022,8
Keke Coutee (FA),0.0,0.0%,2022,8
Brandon Powell (MIN),0.0,0.1%,2022,8
Jake Kumerow (FA),0.0,0.0%,2022,8
DeVante Parker (FA),0.0,0.0%,2022,8
Kevin White (FA),0.0,0.0%,2022,8
Mike Thomas (FA),0.0,0.0%,2022,8
Robbie Chosen (FA),0.0,0.0%,2022,8
Braylon Sanders (FA),-0.3,0.0%,2022,8
Greg Dortch (ARI),-0.8,6.2%,2022,8
Richie James Jr. (FA),-4.0,0.0%,2022,8
Davante Adams (NYJ),26.6,98.9%,2022,9
Tyreek Hill (MIA),20.3,99.2%,2022,9
Cooper Kupp (LAR),18.8,96.0%,2022,9
Justin Jefferson (MIN),18.5,99.8%,2022,9
Allen Lazard (NYJ),14.7,9.6%,2022,9
Jaylen Waddle (MIA),14.5,83.9%,2022,9
Curtis Samuel (BUF),14.1,10.4%,2022,9
Mecole Hardman Jr. (KC),13.9,0.2%,2022,9
Christian Kirk (JAC),13.6,44.7%,2022,9
Tyler Lockett (SEA),12.7,46.2%,2022,9
A.J. Brown (PHI),11.9,98.7%,2022,9
Terrace Marshall Jr. (LV),11.3,0.0%,2022,9
Joshua Palmer (LAC),10.6,14.8%,2022,9
Chris Moore (WAS),10.5,0.0%,2022,9
Darnell Mooney (ATL),10.5,70.5%,2022,9
Garrett Wilson (NYJ),9.9,98.8%,2022,9
DK Metcalf (SEA),9.7,96.7%,2022,9
DeAndre Hopkins (KC),9.6,81.1%,2022,9
Stefon Diggs (HOU),9.3,37.5%,2022,9
JuJu Smith-Schuster (KC),8.8,3.8%,2022,9
Chris Olave (NO),7.1,77.8%,2022,9
Phillip Dorsett II (ATL),6.9,0.0%,2022,9
Rondale Moore (ATL),6.9,0.8%,2022,9
Adam Thielen (CAR),6.7,70.1%,2022,9
Dax Milne (CAR),6.6,0.0%,2022,9
Tee Higgins (CIN),6.0,95.3%,2022,9
Terry McLaurin (WAS),5.6,94.2%,2022,9
Amon-Ra St. Brown (DET),5.5,99.7%,2022,9
Scotty Miller (FA),5.3,0.1%,2022,9
DeAndre Carter (CHI),5.3,0.1%,2022,9
Marvin Jones Jr. (FA),4.8,0.0%,2022,9
Tyler Boyd (TEN),4.4,3.1%,2022,9
Zay Jones (ARI),4.0,1.8%,2022,9
Mike Evans (TB),4.0,98.6%,2022,9
Justin Watson (KC),3.7,0.7%,2022,9
Chris Godwin (TB),3.7,36.7%,2022,9
Samori Toure (CHI),3.4,0.0%,2022,9
Gabe Davis (JAC),3.3,20.5%,2022,9
Trent Taylor (SF),3.2,0.0%,2022,9
Tre'Quan Smith (FA),2.9,0.0%,2022,9
Julio Jones (FA),2.8,0.3%,2022,9
Trent Sherfield Sr. (MIN),2.7,0.1%,2022,9
Michael Bandy (DEN),2.6,0.0%,2022,9
Hunter Renfrow (FA),2.6,0.0%,2022,9
Trenton Irwin (FA),2.5,0.1%,2022,9
Quez Watkins (ARI),2.5,0.0%,2022,9
Marquez Callaway (TB),2.4,0.0%,2022,9
Allen Robinson II (DET),2.4,0.1%,2022,9
DJ Moore (CHI),2.4,94.8%,2022,9
Jakobi Meyers (LV),2.4,71.1%,2022,9
Christian Watson (GB),2.4,57.1%,2022,9
Alec Pierce (IND),2.3,21.8%,2022,9
Cedrick Wilson Jr. (NO),2.3,0.7%,2022,9
Michael Pittman Jr. (IND),2.2,81.0%,2022,9
James Proche II (CLE),2.2,0.0%,2022,9
DeVonta Smith (PHI),2.2,92.6%,2022,9
Isaiah McKenzie (FA),2.1,0.0%,2022,9
Shi Smith (FA),2.0,0.0%,2022,9
Olamide Zaccheaus (WAS),1.9,3.8%,2022,9
KhaDarel Hodge (ATL),1.9,0.1%,2022,9
Romeo Doubs (GB),1.8,47.8%,2022,9
Mack Hollins (BUF),1.7,0.8%,2022,9
Chase Claypool (FA),1.7,1.0%,2022,9
Kalif Raymond (DET),1.7,0.9%,2022,9
DeSean Jackson (FA),1.6,0.6%,2022,9
Tom Kennedy (DET),1.6,0.0%,2022,9
Parris Campbell (PHI),1.6,0.0%,2022,9
Denzel Mims (FA),1.2,0.0%,2022,9
Dante Pettis (NO),1.2,0.1%,2022,9
Marquez Valdes-Scantling (NO),1.2,25.7%,2022,9
Demarcus Robinson (LAR),1.2,26.0%,2022,9
Kadarius Toney (FA),1.2,0.7%,2022,9
Kendrick Bourne (NE),1.2,2.0%,2022,9
Cam Sims (FA),1.2,0.0%,2022,9
Kevin White (FA),1.0,0.0%,2022,9
Sammy Watkins (FA),0.9,0.0%,2022,9
Tyron Billy-Johnson (FA),0.8,0.0%,2022,9
Zach Pascal (ARI),0.8,0.0%,2022,9
Jalen Camp (FA),0.7,0.0%,2022,9
Laviska Shenault Jr. (FA),0.6,0.1%,2022,9
Jeff Smith (FA),0.6,0.0%,2022,9
Braxton Berrios (MIA),0.6,0.2%,2022,9
N'Keal Harry (FA),0.6,0.0%,2022,9
Tyquan Thornton (KC),0.5,0.1%,2022,9
Devin Duvernay (JAC),0.5,0.2%,2022,9
Brandon Powell (MIN),0.4,0.1%,2022,9
Greg Dortch (ARI),0.3,6.2%,2022,9
Drake London (ATL),0.3,98.4%,2022,9
Breshad Perriman (FA),0.1,0.0%,2022,9
Dee Eskridge (MIA),0.0,0.0%,2022,9
Jaelon Darden (SEA),0.0,0.0%,2022,9
Ben Skowronek (PIT),0.0,0.0%,2022,9
Van Jefferson (PIT),0.0,0.9%,2022,9
Binjimen Victor (FA),0.0,0.0%,2022,9
Jalen Reagor (LAC),0.0,0.0%,2022,9
Stanley Morgan Jr. (TEN),0.0,0.0%,2022,9
Amari Rodgers (FA),0.0,0.0%,2022,9
Justyn Ross (KC),0.0,0.0%,2022,9
K.J. Osborn (WAS),0.0,1.5%,2022,9
Nick Westbrook-Ikhine (TEN),0.0,27.4%,2022,9
Dan Chisena (CAR),0.0,0.0%,2022,9
Dyami Brown (WAS),0.0,0.7%,2022,9
DJ Turner (LV),0.0,0.6%,2022,9
Skyy Moore (KC),0.0,0.1%,2022,9
Rashid Shaheed (NO),0.0,20.4%,2022,9
Britain Covey (PHI),0.0,0.1%,2022,9
Dareke Young (SEA),0.0,0.0%,2022,9
Robert Woods (HOU),0.0,0.7%,2022,9
Albert Wilson (FA),0.0,0.0%,2022,9
Matthew Slater (FA),0.0,0.0%,2022,9
Marcus Kemp (FA),0.0,0.0%,2022,9
Justin Hardee Sr. (TEN),0.0,0.0%,2022,9
Jamal Agnew (FA),0.0,0.0%,2022,9
Cody Hollister (FA),0.0,0.0%,2022,9
Equanimeous St. Brown (FA),0.0,0.0%,2022,9
Brandon Zylstra (FA),0.0,0.0%,2022,9
Keke Coutee (FA),0.0,0.0%,2022,9
Chris Conley (SF),0.0,0.1%,2022,9
Damiere Byrd (FA),0.0,0.0%,2022,9
Jake Kumerow (FA),0.0,0.0%,2022,9
Mike Thomas (FA),0.0,0.0%,2022,9
Rashard Higgins (FA),0.0,0.0%,2022,9
Robbie Chosen (FA),-0.4,0.0%,2022,9
Christian Watson (GB),28.7,57.1%,2022,10
CeeDee Lamb (DAL),27.0,93.2%,2022,10
Justin Jefferson (MIN),25.3,99.8%,2022,10
Nick Westbrook-Ikhine (TEN),23.9,27.4%,2022,10
Christian Kirk (JAC),22.5,44.7%,2022,10
Davante Adams (NYJ),18.6,98.9%,2022,10
Darius Slayton (NYG),15.5,7.5%,2022,10
Gabe Davis (JAC),15.3,20.5%,2022,10
Kadarius Toney (FA),15.0,0.7%,2022,10
Parris Campbell (PHI),13.6,0.0%,2022,10
Chris Godwin (TB),13.1,36.7%,2022,10
Terry McLaurin (WAS),12.8,94.2%,2022,10
Stefon Diggs (HOU),12.8,37.5%,2022,10
Jalen Virgil (BUF),12.6,0.0%,2022,10
DeAndre Carter (CHI),12.4,0.1%,2022,10
Trent Sherfield Sr. (MIN),12.3,0.1%,2022,10
Amon-Ra St. Brown (DET),12.1,99.7%,2022,10
Marquez Valdes-Scantling (NO),12.0,25.7%,2022,10
Laviska Shenault Jr. (FA),11.9,0.1%,2022,10
George Pickens (PIT),11.5,93.4%,2022,10
Julio Jones (FA),11.3,0.3%,2022,10
Nico Collins (HOU),10.9,98.8%,2022,10
Tyreek Hill (MIA),10.4,99.2%,2022,10
Tyler Lockett (SEA),10.2,46.2%,2022,10
Donovan Peoples-Jones (FA),9.9,0.0%,2022,10
DeAndre Hopkins (KC),9.8,81.1%,2022,10
Marquise Goodwin (FA),9.8,0.0%,2022,10
Drake London (ATL),9.8,98.4%,2022,10
KhaDarel Hodge (ATL),9.7,0.1%,2022,10
Rondale Moore (ATL),9.4,0.8%,2022,10
Van Jefferson (PIT),8.7,0.9%,2022,10
DeVonta Smith (PHI),7.9,92.6%,2022,10
DK Metcalf (SEA),7.1,96.7%,2022,10
A.J. Green (FA),7.0,0.6%,2022,10
Chris Moore (WAS),7.0,0.0%,2022,10
Lawrence Cager (WAS),6.9,0.0%,2022,10
Zay Jones (ARI),6.8,1.8%,2022,10
Courtland Sutton (DEN),6.6,90.3%,2022,10
Jaylen Waddle (MIA),6.6,83.9%,2022,10
Brandon Aiyuk (SF),6.4,53.8%,2022,10
Diontae Johnson (FA),6.3,51.5%,2022,10
Kendall Hinton (FA),6.2,0.0%,2022,10
Quez Watkins (ARI),6.0,0.0%,2022,10
Damiere Byrd (FA),5.8,0.0%,2022,10
Darnell Mooney (ATL),5.7,70.5%,2022,10
Isaiah McKenzie (FA),5.5,0.0%,2022,10
Mike Evans (TB),5.4,98.6%,2022,10
Michael Pittman Jr. (IND),5.3,81.0%,2022,10
Deebo Samuel Sr. (SF),5.1,94.2%,2022,10
Adam Thielen (CAR),4.9,70.1%,2022,10
Kalif Raymond (DET),4.7,0.9%,2022,10
Sammy Watkins (FA),4.7,0.0%,2022,10
Allen Lazard (NYJ),4.5,9.6%,2022,10
Tom Kennedy (DET),4.4,0.0%,2022,10
Allen Robinson II (DET),4.4,0.1%,2022,10
Joshua Palmer (LAC),4.4,14.8%,2022,10
Terrace Marshall Jr. (LV),4.3,0.0%,2022,10
Brandin Cooks (DAL),4.2,25.4%,2022,10
Isaiah Hodgins (SF),4.1,0.0%,2022,10
Jauan Jennings (SF),4.0,80.0%,2022,10
Chris Olave (NO),4.0,77.8%,2022,10
Curtis Samuel (BUF),4.0,10.4%,2022,10
Jarvis Landry (FA),3.7,7.1%,2022,10
K.J. Osborn (WAS),3.7,1.5%,2022,10
Michael Gallup (FA),3.5,0.0%,2022,10
Olamide Zaccheaus (WAS),3.4,3.8%,2022,10
Ray-Ray McCloud III (ATL),3.3,19.3%,2022,10
Marvin Jones Jr. (FA),3.3,0.0%,2022,10
JuJu Smith-Schuster (KC),3.3,3.8%,2022,10
Amari Cooper (BUF),3.2,79.7%,2022,10
DJ Moore (CHI),2.9,94.8%,2022,10
Scotty Miller (FA),2.5,0.1%,2022,10
Treylon Burks (TEN),2.4,1.4%,2022,10
David Bell (CLE),2.4,0.0%,2022,10
Phillip Dorsett II (ATL),2.2,0.0%,2022,10
Mack Hollins (BUF),1.8,0.8%,2022,10
Shi Smith (FA),1.7,0.0%,2022,10
Steven Sims Jr. (BAL),1.7,0.0%,2022,10
Dante Pettis (NO),1.7,0.1%,2022,10
Wan'Dale Robinson (NYG),1.5,36.9%,2022,10
Dyami Brown (WAS),1.5,0.7%,2022,10
Ben Skowronek (PIT),1.4,0.0%,2022,10
Jahan Dotson (PHI),1.4,7.0%,2022,10
Rashid Shaheed (NO),1.2,20.4%,2022,10
Byron Pringle (FA),1.2,0.0%,2022,10
Justin Watson (KC),1.2,0.7%,2022,10
Zach Pascal (ARI),1.0,0.0%,2022,10
Robert Woods (HOU),1.0,0.7%,2022,10
Equanimeous St. Brown (FA),0.9,0.0%,2022,10
KaVontae Turpin (DAL),0.9,2.8%,2022,10
Chase Claypool (FA),0.8,1.0%,2022,10
Cedrick Wilson Jr. (NO),0.7,0.7%,2022,10
Brandon Powell (MIN),0.7,0.1%,2022,10
A.J. Brown (PHI),0.7,98.7%,2022,10
Skyy Moore (KC),0.6,0.1%,2022,10
Khalil Shakir (BUF),0.6,78.3%,2022,10
Jamal Agnew (FA),0.4,0.0%,2022,10
Gunner Olszewski (NYG),0.4,0.0%,2022,10
Noah Brown (WAS),0.3,3.7%,2022,10
Anthony Schwartz (MIA),0.3,0.0%,2022,10
Dee Eskridge (MIA),0.0,0.0%,2022,10
Jaelon Darden (SEA),0.0,0.0%,2022,10
Dax Milne (CAR),0.0,0.0%,2022,10
Jerry Jeudy (CLE),0.0,75.9%,2022,10
Jalen Reagor (LAC),0.0,0.0%,2022,10
Greg Dortch (ARI),0.0,6.2%,2022,10
Trinity Benson (FA),0.0,0.0%,2022,10
Tyrie Cleveland (FA),0.0,0.0%,2022,10
DJ Turner (LV),0.0,0.6%,2022,10
Michael Bandy (DEN),0.0,0.0%,2022,10
Michael Woods II (CLE),0.0,0.1%,2022,10
Jalen Tolbert (DAL),0.0,10.6%,2022,10
Alec Pierce (IND),0.0,21.8%,2022,10
Britain Covey (PHI),0.0,0.1%,2022,10
Jalen Nailor (MIN),0.0,9.1%,2022,10
Stanley Berryhill III (FA),0.0,0.0%,2022,10
Montrell Washington (KC),0.0,0.0%,2022,10
C.J. Board (FA),0.0,0.0%,2022,10
Keelan Cole Sr. (FA),0.0,0.0%,2022,10
Kenny Golladay (FA),0.0,4.0%,2022,10
Cam Sims (FA),0.0,0.0%,2022,10
Tre'Quan Smith (FA),0.0,0.0%,2022,10
Keke Coutee (FA),0.0,0.0%,2022,10
Jake Kumerow (FA),0.0,0.0%,2022,10
Kevin White (FA),0.0,0.0%,2022,10
Marken Michel (FA),0.0,0.0%,2022,10
Cooper Kupp (LAR),-0.1,96.0%,2022,10
Amari Rodgers (FA),-2.0,0.0%,2022,10
Davante Adams (NYJ),26.1,98.9%,2022,11
Amari Cooper (BUF),23.3,79.7%,2022,11
